Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
10,122700,122731,122710,122728,122746
12,122950,122920,122898,122918,122936
2,123100,123108,123087,123108,123125
3,123290,123297,123276,123298,123314
4,123510,123485,123464,123488,123504
6,123670,123674,123653,123678,123693
1,123910,123863,123842,123868,123883
8,124050,124051,124031,124058,124072
5,124190,124240,124219,124248,124261
9,124430,124428,124408,124437,124451
7,124620,124617,124597,124627,124640
10,124810,124806,124786,124817,124829
11,124980,124994,124974,125007,125019
12,125220,125183,125163,125197,125208
2,125580,125580,125562,125574,125587
4,125790,125769,125751,125764,125776
3,125940,125958,125941,125953,125966
1,126160,126147,126130,126143,126155
6,126330,126336,126319,126332,126344
5,126520,126525,126509,126522,126534
8,126670,126715,126698,126711,126723
7,126880,126904,126887,126901,126912
9,127070,127093,127077,127091,127102
11,127260,127282,127266,127280,127291
10,127470,127471,127455,127470,127480
12,127650,127660,127645,127659,127670
4,127890,127850,127834,127849,127859
2,128060,128039,128023,128039,128049
3,128260,128228,128213,128228,128238
6,128460,128417,128402,128418,128427
1,128670,128606,128591,128607,128617
8,128780,128795,128781,128797,128806
5,128880,128985,128970,128986,128995
9,129200,129174,129160,129176,129185
7,129320,129363,129349,129366,129374
10,129560,129552,129538,129555,129563
11,129760,129741,129728,129745,129753
12,129940,129930,129917,129934,129942
4,130300,130306,130292,130286,130321
3,130470,130495,130481,130475,130510
2,130630,130683,130670,130665,130700
1,130880,130871,130860,130854,130889
6,131040,131060,131049,131044,131078
5,131210,131248,131238,131233,131268
8,131390,131436,131427,131423,131457
7,131570,131624,131617,131613,131647
9,131810,131813,131806,131802,131836
11,131980,132001,131995,131992,132025
10,132200,132189,132185,132181,132215
12,132380,132378,132374,132371,132404
3,132610,132566,132563,132560,132593
4,132820,132754,132752,132750,132783
2,132950,132943,132942,132939,132972
6,133110,133131,133131,133129,133161
1,133360,133319,133320,133318,133351
8,133500,133507,133509,133508,133540
5,133640,133696,133699,133697,133730
9,133900,133884,133888,133887,133919
7,134040,134072,134077,134076,134108
10,134270,134261,134266,134266,134298
11,134450,134449,134456,134456,134487
12,134660,134637,134645,134645,134676
4,135050,135028,135026,135022,135055
3,135190,135217,135215,135212,135244
6,135410,135406,135404,135402,135434
2,135610,135596,135594,135592,135623
8,135800,135785,135783,135781,135813
1,135960,135975,135972,135971,136002
9,136160,136164,136162,136161,136191
5,136340,136353,136351,136350,136381
10,136520,136543,136540,136540,136570
7,136700,136732,136730,136730,136759
11,136920,136921,136919,136920,136949
12,137110,137111,137108,137109,137138
4,137280,137300,137298,137299,137327
6,137480,137490,137487,137489,137517
3,137660,137679,137677,137678,137706
8,137860,137868,137866,137868,137896
2,138030,138058,138055,138058,138085
9,138280,138247,138245,138248,138274
1,138470,138437,138434,138437,138464
10,138650,138626,138623,138627,138653
5,138790,138815,138813,138817,138842
11,139020,139005,139002,139006,139032
7,139220,139194,139191,139196,139221
12,139390,139384,139381,139386,139410
6,139800,139768,139753,139747,139789
4,140010,139956,139942,139937,139979
3,140160,140143,140131,140126,140168
2,140290,140331,140320,140315,140357
8,140500,140519,140509,140505,140547
1,140700,140706,140699,140694,140736
9,140860,140894,140888,140883,140925
5,141010,141082,141077,141073,141115
10,141210,141269,141266,141262,141304
7,141460,141457,141455,141451,141493
11,141660,141645,141644,141641,141683
12,141860,141832,141833,141830,141872
6,142020,142020,142022,142019,142062
3,142230,142208,142211,142209,142251
4,142460,142395,142401,142398,142440
8,142620,142583,142590,142587,142630
2,142750,142771,142779,142777,142819
9,142930,142958,142968,142966,143008
1,143140,143146,143157,143155,143198
10,143340,143333,143346,143345,143387
5,143460,143521,143535,143534,143576
11,143730,143709,143724,143723,143766
7,143890,143896,143914,143912,143955
12,144100,144084,144103,144102,144145
3,144570,144479,144475,144462,144523
6,144690,144667,144664,144652,144713
4,144880,144855,144853,144842,144902
2,145030,145044,145042,145031,145091
8,145240,145232,145230,145221,145281
1,145410,145420,145419,145411,145470
9,145610,145608,145608,145600,145659
5,145740,145796,145797,145790,145849
10,145910,145984,145986,145980,146038
7,146110,146172,146175,146170,146228
11,146330,146361,146364,146359,146417
12,146520,146549,146553,146549,146606
3,146730,146737,146742,146739,146796
4,146960,146925,146931,146928,146985
6,147180,147113,147120,147118,147174
8,147320,147301,147308,147308,147364
2,147490,147489,147497,147497,147553
9,147700,147678,147686,147687,147742
1,147900,147866,147875,147877,147932
10,148050,148054,148064,148066,148121
5,148210,148242,148253,148256,148311
11,148430,148430,148442,148446,148500
7,148590,148618,148631,148635,148689
12,148850,148807,148820,148825,148879
4,149190,149198,149204,149201,149257
3,149370,149388,149393,149390,149447
8,149580,149578,149582,149580,149636
6,149790,149768,149771,149770,149825
9,149960,149958,149960,149960,150015
2,150150,150148,150150,150149,150204
10,150370,150338,150339,150339,150394
1,150520,150528,150528,150529,150583
11,150730,150718,150717,150718,150772
5,150880,150908,150906,150908,150962
7,151050,151098,151095,151098,151151
12,151260,151288,151284,151287,151340
3,151450,151478,151473,151477,151530
4,151660,151668,151663,151667,151719
8,151830,151858,151852,151856,151908
9,152050,152048,152041,152046,152098
6,152260,152238,152230,152236,152287
10,152420,152428,152419,152425,152477
2,152640,152618,152608,152615,152666
11,152830,152808,152797,152805,152855
1,153060,152998,152987,152994,153045
7,153190,153188,153176,153184,153234
5,153350,153378,153365,153374,153423
12,153580,153567,153554,153563,153613
3,153880,153933,153929,153922,153991
8,154070,154122,154119,154111,154181
4,154270,154311,154308,154301,154370
6,154490,154501,154497,154490,154560
9,154670,154690,154686,154680,154749
2,154870,154879,154875,154869,154938
10,155070,155068,155064,155059,155128
1,155260,155257,155253,155248,155317
11,155470,155446,155442,155438,155506
5,155640,155635,155631,155627,155696
7,155830,155824,155821,155817,155885
12,156040,156013,156010,156006,156075
8,156170,156203,156199,156196,156264
3,156350,156392,156388,156385,156453
4,156560,156581,156577,156575,156643
9,156770,156770,156766,156764,156832
6,156970,156959,156955,156954,157021
10,157150,157148,157144,157143,157211
2,157310,157337,157334,157333,157400
11,157560,157526,157523,157522,157589
1,157720,157715,157712,157712,157779
7,157880,157905,157901,157901,157968
5,158120,158094,158090,158091,158158
12,158300,158283,158279,158280,158347
8,158620,158660,158657,158649,158726
4,158810,158849,158846,158838,158915
3,159030,159038,159035,159028,159104
6,159250,159227,159224,159218,159294
9,159440,159416,159413,159408,159483
2,159610,159605,159602,159597,159672
10,159810,159794,159791,159787,159862
1,159970,159983,159980,159977,160051
11,160160,160172,160169,160166,160241
5,160350,160360,160359,160356,160430
7,160540,160549,160548,160546,160619
12,160730,160738,160737,160736,160809
4,160930,160927,160926,160925,160998
8,161110,161116,161115,161115,161187
3,161310,161305,161304,161305,161377
9,161520,161494,161493,161494,161566
6,161600,161683,161682,161684,161755
10,161910,161872,161871,161874,161945
2,162090,162061,162060,162064,162134
11,162280,162250,162250,162253,162324
1,162450,162439,162439,162443,162513
7,162600,162627,162628,162633,162702
5,162800,162816,162817,162822,162892
12,163010,163005,163006,163012,163081
8,163400,163382,163385,163378,163460
4,163580,163572,163574,163568,163649
9,163740,163761,163763,163758,163838
3,163880,163951,163952,163947,164028
10,164200,164140,164141,164137,164217
6,164340,164330,164331,164327,164407
11,164550,164519,164520,164516,164596
2,164680,164709,164709,164706,164785
7,164850,164898,164898,164896,164975
1,165060,165088,165087,165085,165164
5,165250,165278,165276,165275,165353
12,165480,165467,165466,165465,165543
8,165630,165657,165655,165654,165732
9,165840,165846,165844,165844,165921
4,166040,166036,166033,166034,166111
10,166240,166225,166222,166223,166300
3,166390,166415,166411,166413,166490
11,166620,166604,166601,166603,166679
6,166770,166794,166790,166792,166868
7,166980,166983,166979,166982,167058
2,167170,167173,167168,167172,167247
5,167420,167362,167357,167361,167436
1,167580,167552,167546,167551,167626
12,167740,167742,167735,167741,167815
9,168100,168111,168113,168105,168194
8,168280,168301,168302,168295,168383
4,168450,168491,168492,168485,168573
3,168680,168680,168681,168675,168762
10,168860,168870,168870,168864,168951
6,169090,169059,169059,169054,169141
11,169270,169249,169248,169244,169330
2,169430,169438,169438,169434,169519
7,169610,169628,169627,169623,169709
1,169800,169817,169816,169813,169898
5,169950,170007,170005,170003,170087
12,170170,170196,170194,170193,170277
9,170420,170386,170384,170382,170466
4,170580,170575,170573,170572,170656
8,170770,170765,170762,170762,170845
10,170960,170954,170951,170952,171034
3,171150,171144,171140,171141,171224
11,171330,171333,171329,171331,171413
6,171500,171523,171519,171521,171602
7,171690,171712,171708,171711,171792
2,171910,171902,171897,171900,171981
5,172130,172092,172086,172090,172170
1,172320,172281,172275,172280,172360
12,172450,172471,172465,172470,172549
4,172860,172844,172844,172839,172928
9,173080,173033,173033,173029,173117
8,173240,173223,173222,173219,173307
3,173430,173412,173412,173408,173496
10,173590,173602,173601,173598,173685
6,173770,173791,173790,173788,173875
11,173970,173980,173979,173977,174064
2,174140,174170,174169,174167,174253
7,174350,174359,174358,174357,174443
1,174540,174549,174547,174546,174632
5,174650,174738,174736,174736,174822
12,174940,174927,174926,174926,175011
4,175090,175117,175115,175115,175200
8,175280,175306,175304,175305,175390
9,175500,175496,175493,175495,175579
10,175690,175685,175683,175684,175768
3,175880,175874,175872,175874,175958
11,176040,176064,176061,176064,176147
6,176270,176253,176250,176253,176336
7,176430,176442,176439,176443,176526
2,176610,176632,176629,176633,176715
5,176840,176821,176818,176822,176905
1,177060,177011,177007,177012,177094
12,177240,177200,177196,177201,177283
8,177600,177573,177571,177563,177662
4,177710,177762,177760,177753,177851
10,177970,177951,177949,177942,178041
9,178120,178140,178139,178132,178230
11,178350,178329,178328,178321,178420
3,178510,178517,178517,178511,178609
7,178710,178706,178706,178701,178798
6,178860,178895,178895,178890,178988
2,179070,179084,179084,179080,179177
1,179280,179273,179273,179270,179366
5,179470,179462,179463,179459,179556
12,179680,179650,179652,179649,179745
4,179860,179839,179841,179839,179934
8,180010,180028,180030,180028,180124
10,180220,180217,180219,180218,180313
11,180400,180406,180408,180407,180503
9,180610,180595,180597,180597,180692
7,180750,180784,180786,180787,180881
3,180970,180972,180976,180976,181071
2,181170,181161,181165,181166,181260
6,181310,181350,181354,181356,181449
5,181540,181539,181543,181545,181639
1,181750,181728,181732,181735,181828
12,181930,181917,181921,181925,182017
4,182320,182293,182300,182289,182396
10,182490,182483,182489,182479,182586
8,182660,182673,182679,182669,182775
9,182850,182863,182868,182859,182964
11,183040,183052,183057,183049,183154
3,183240,183242,183246,183239,183343
7,183410,183432,183435,183430,183532
6,183630,183622,183624,183620,183722
2,183780,183812,183814,183810,183911
1,184000,184001,184003,184000,184100
5,184140,184191,184192,184190,184290
12,184370,184381,184381,184380,184479
10,184590,184571,184570,184570,184669
4,184800,184761,184760,184761,184858
8,184970,184950,184949,184951,185047
11,185110,185140,185138,185141,185237
9,185370,185330,185327,185331,185426
7,185520,185520,185516,185521,185615
3,185750,185710,185705,185711,185805
2,185920,185899,185895,185902,185994
6,186080,186089,186084,186092,186183
5,186260,186279,186273,186282,186373
1,186470,186469,186462,186472,186562
12,186640,186659,186651,186662,186752
10,187040,187036,187040,187039,187130
8,187230,187226,187229,187229,187320
4,187400,187417,187419,187419,187509
9,187680,187607,187608,187609,187698
11,187810,187797,187798,187799,187888
3,187990,187988,187987,187989,188077
7,188210,188178,188177,188179,188266
6,188420,188368,188366,188369,188456
2,188510,188559,188556,188560,188645
1,188720,188749,188745,188750,188835
5,188830,188939,188935,188940,189024
12,189090,189130,189124,189130,189213
8,189260,189320,189314,189320,189403
10,189500,189510,189503,189510,189592
4,189720,189701,189693,189700,189781
11,189890,189891,189882,189890,189971
9,190140,190081,190072,190081,190160
7,190290,190272,190261,190271,190349
3,190460,190462,190451,190461,190539
2,190670,190652,190640,190651,190728
6,190880,190843,190830,190841,190918
5,191000,191033,191019,191031,191107
1,191250,191223,191209,191221,191296
12,191410,191414,191398,191411,191486
10,191750,191773,191777,191768,191864
8,191890,191963,191966,191958,192054
11,192140,192153,192156,192148,192243
4,192340,192343,192345,192338,192432
7,192530,192534,192535,192528,192622
9,192770,192724,192724,192719,192811
2,192910,192914,192914,192909,193001
3,193120,193104,193103,193099,193190
5,193260,193294,193293,193289,193379
6,193460,193484,193483,193479,193569
1,193680,193674,193672,193669,193758
12,193880,193865,193862,193860,193947
10,194030,194055,194051,194050,194137
11,194220,194245,194241,194240,194326
8,194410,194435,194430,194430,194515
7,194610,194625,194620,194620,194705
4,194840,194815,194809,194810,194894
2,195000,195005,194999,195000,195084
9,195220,195196,195188,195191,195273
5,195330,195386,195378,195381,195462
3,195570,195576,195568,195571,195652
1,195790,195766,195757,195761,195841
6,195970,195956,195947,195951,196030
12,196190,196146,196136,196141,196220
11,196510,196513,196521,196513,196598
10,196720,196704,196711,196704,196788
8,196880,196895,196901,196894,196977
4,197070,197086,197090,197085,197167
7,197260,197276,197280,197276,197356
9,197510,197467,197470,197466,197545
2,197620,197658,197660,197657,197735
3,197850,197849,197849,197848,197924
5,197990,198040,198039,198038,198113
6,198240,198231,198229,198229,198303
1,198420,198422,198419,198420,198492
12,198600,198612,198608,198610,198681
11,198790,198803,198798,198801,198871
8,198980,198994,198988,198992,199060
10,199180,199185,199178,199183,199250
7,199360,199376,199368,199373,199439
4,199550,199567,199557,199564,199628
2,199760,199758,199747,199755,199818
9,200040,199948,199937,199945,200007
5,200140,200139,200127,200136,200196
3,200340,200330,200316,200327,200386
1,200540,200521,200506,200517,200575
6,200680,200712,200696,200708,200764
12,200910,200903,200886,200899,200954
8,201260,201265,201273,201273,201333
11,201450,201457,201463,201463,201522
10,201640,201648,201653,201654,201711
4,201830,201839,201843,201844,201901
7,202000,202030,202033,202034,202090
9,202300,202221,202223,202225,202279
2,202400,202413,202413,202415,202469
3,202600,202604,202603,202605,202658
5,202750,202795,202793,202796,202848
6,202980,202986,202983,202986,203037
1,203160,203177,203173,203176,203226
12,203360,203369,203363,203367,203416
8,203550,203560,203553,203557,203605
10,203720,203751,203743,203747,203794
11,203940,203942,203933,203937,203984
7,204110,204133,204123,204128,204173
4,204320,204324,204313,204318,204362
2,204500,204516,204503,204508,204552
9,204770,204707,204693,204699,204741
5,204900,204898,204883,204889,204931
3,205100,205089,205073,205079,205120
1,205290,205280,205264,205270,205309
6,205450,205472,205454,205460,205499
12,205700,205663,205644,205650,205688
10,206020,206014,206016,206013,206067
8,206170,206204,206206,206202,206256
7,206370,206394,206396,206392,206445
11,206600,206584,206586,206582,206635
2,206740,206774,206776,206771,206824
4,206960,206964,206966,206961,207014
5,207150,207154,207156,207151,207203
9,207380,207344,207346,207340,207392
3,207520,207534,207536,207530,207582
6,207730,207724,207725,207720,207771
1,207920,207914,207915,207910,207960
12,208100,208104,208105,208099,208150
8,208240,208294,208295,208289,208339
10,208450,208484,208485,208479,208528
7,208610,208674,208675,208668,208718
2,208880,208864,208865,208858,208907
11,209060,209054,209055,209048,209097
5,209220,209244,209244,209238,209286
4,209460,209434,209434,209427,209475
3,209590,209624,209624,209617,209665
9,209840,209814,209814,209807,209854
1,210020,210004,210004,209996,210043
6,210180,210194,210194,210186,210233
12,210450,210384,210384,210376,210422
8,210650,210732,210751,210734,210801
7,210870,210923,210940,210924,210990
10,211110,211114,211130,211114,211180
11,211330,211305,211320,211304,211369
2,211500,211495,211509,211494,211558
4,211730,211686,211699,211684,211748
5,211870,211877,211889,211875,211937
9,212080,212067,212078,212065,212126
3,212210,212258,212268,212255,212316
6,212430,212449,212457,212445,212505
1,212620,212640,212647,212635,212694
12,212810,212830,212837,212825,212884
7,212980,213021,213026,213015,213073
8,213210,213212,213216,213206,213263
10,213430,213403,213405,213396,213452
2,213580,213593,213595,213586,213641
11,213790,213784,213785,213776,213831
5,213940,213975,213974,213966,214020
4,214190,214165,214164,214156,214209
3,214400,214356,214354,214347,214399
9,214590,214547,214543,214537,214588
1,214720,214738,214733,214727,214777
6,214900,214928,214922,214917,214967
12,215150,215119,215112,215107,215156
7,215460,215478,215493,215485,215535
10,215680,215669,215683,215676,215724
8,215870,215860,215873,215866,215914
11,216030,216051,216062,216057,216103
2,216230,216242,216252,216247,216292
4,216440,216433,216442,216437,216482
5,216590,216624,216632,216628,216671
9,216880,216816,216821,216818,216860
3,217030,217007,217011,217009,217050
6,217180,217198,217201,217199,217239
1,217360,217389,217390,217389,217429
12,217550,217580,217580,217580,217618
10,217830,217771,217770,217770,217807
7,217960,217963,217960,217961,217997
8,218150,218154,218149,218151,218186
2,218340,218345,218339,218341,218375
11,218490,218536,218529,218532,218565
5,218700,218727,218719,218722,218754
4,218910,218918,218908,218913,218943
3,219110,219109,219098,219103,219133
9,219320,219301,219288,219293,219322
1,219490,219492,219477,219484,219512
6,219690,219683,219667,219674,219701
12,219910,219874,219857,219865,219890
7,220270,220230,220234,220227,220269
10,220460,220420,220424,220417,220458
2,220620,220610,220614,220607,220648
8,220750,220800,220803,220798,220837
5,220920,220990,220993,220988,221026
11,221160,221180,221183,221178,221216
3,221320,221370,221373,221368,221405
4,221550,221560,221562,221558,221595
9,221790,221750,221752,221748,221784
6,221980,221940,221942,221939,221973
1,222150,222130,222131,222129,222163
12,222330,222320,222321,222319,222352
7,222490,222510,222511,222509,222541
2,222720,222700,222700,222699,222731
10,222940,222890,222890,222890,222920
5,223110,223080,223080,223080,223109
8,223230,223270,223269,223270,223299
3,223440,223460,223459,223460,223488
11,223600,223650,223649,223650,223678
9,223870,223840,223838,223841,223867
4,223980,224030,224028,224031,224056
1,224220,224220,224218,224221,224246
6,224400,224410,224407,224411,224435
12,224640,224600,224597,224601,224624
2,225030,224970,224976,224970,225003
7,225200,225160,225166,225161,225193
10,225410,225350,225356,225351,225382
8,225540,225540,225545,225541,225571
5,225670,225730,225735,225731,225761
11,225870,225920,225925,225921,225950
3,226090,226110,226114,226112,226139
4,226290,226300,226304,226302,226329
9,226490,226490,226494,226492,226518
6,226690,226680,226683,226682,226707
1,226850,226870,226873,226873,226897
12,227070,227060,227063,227063,227086
2,227270,227250,227252,227253,227276
10,227500,227440,227442,227443,227465
7,227650,227630,227632,227633,227654
5,227820,227820,227821,227824,227844
8,227980,228010,228011,228014,228033
3,228220,228200,228201,228204,228222
11,228370,228390,228390,228394,228412
9,228600,228580,228580,228585,228601
4,228740,228770,228770,228775,228790
1,228950,228960,228959,228965,228980
6,229110,229150,229149,229155,229169
12,229380,229340,229339,229346,229359
10,229750,229705,229718,229709,229737
2,229890,229896,229908,229900,229927
7,230080,230087,230097,230090,230116
8,230300,230277,230287,230281,230305
5,230420,230468,230477,230471,230495
11,230650,230659,230667,230661,230684
3,230840,230849,230856,230852,230873
4,231060,231040,231046,231042,231063
9,231260,231231,231236,231232,231252
6,231420,231421,231425,231423,231442
1,231590,231612,231615,231613,231631
12,231810,231803,231805,231804,231820
10,231980,231993,231994,231994,232010
7,232160,232184,232184,232184,232199
2,232350,232375,232374,232375,232388
5,232580,232565,232563,232565,232578
8,232750,232756,232753,232755,232767
3,232980,232947,232943,232946,232956
11,233130,233138,233133,233136,233146
9,233370,233328,233322,233327,233335
4,233500,233519,233512,233517,233525
1,233690,233710,233702,233707,233714
6,233890,233900,233891,233898,233903
12,234120,234091,234081,234088,234093
7,234470,234460,234464,234466,234471
10,234690,234650,234654,234656,234661
5,234840,234840,234844,234846,234850
2,235040,235031,235034,235036,235039
3,235260,235221,235224,235226,235229
8,235410,235411,235413,235416,235418
9,235600,235601,235603,235606,235608
11,235810,235792,235793,235796,235797
1,235960,235982,235983,235985,235986
4,236140,236172,236173,236175,236176
6,236370,236362,236362,236365,236365
12,236520,236553,236552,236555,236554
10,236770,236743,236742,236745,236744
7,236930,236933,236932,236935,236933
5,237130,237123,237122,237125,237122
3,237310,237314,237311,237315,237312
2,237510,237504,237501,237504,237501
9,237700,237694,237691,237694,237691
8,237890,237884,237881,237884,237880
1,238050,238075,238071,238074,238069
11,238240,238265,238260,238264,238259
6,238450,238455,238450,238454,238448
4,238630,238645,238640,238644,238637
12,238880,238836,238830,238834,238827
10,239210,239190,239196,239186,239205
5,239390,239380,239386,239376,239395
7,239540,239569,239575,239566,239584
2,239760,239758,239765,239755,239774
3,239930,239948,239954,239945,239963
8,240140,240137,240144,240134,240152
9,240340,240327,240333,240324,240342
11,240510,240516,240523,240513,240531
1,240700,240705,240712,240703,240720
4,240900,240895,240902,240892,240910
6,241060,241084,241091,241082,241099
12,241270,241274,241280,241271,241288
5,241380,241463,241470,241461,241478
10,241660,241653,241659,241650,241667
7,241830,241842,241849,241840,241857
3,242010,242031,242038,242029,242046
2,242240,242221,242228,242219,242235
9,242440,242410,242417,242408,242425
8,242590,242600,242607,242598,242614
1,242790,242789,242796,242787,242803
11,242980,242978,242986,242977,242993
6,243150,243168,243175,243166,243182
4,243380,243357,243364,243356,243371
12,243580,243547,243554,243545,243561
5,243860,243911,243927,243916,243940
7,244140,244101,244116,244106,244129
10,244330,244291,244305,244296,244318
2,244480,244481,244495,244486,244508
3,244670,244672,244684,244675,244697
8,244830,244862,244873,244865,244886
9,245050,245052,245063,245055,245076
11,245230,245242,245252,245245,245265
1,245420,245433,245441,245434,245454
4,245620,245623,245631,245624,245644
6,245830,245813,245820,245814,245833
12,245990,246003,246009,246004,246023
7,246230,246194,246199,246194,246212
5,246400,246384,246388,246383,246401
10,246590,246574,246577,246573,246591
3,246770,246764,246766,246763,246780
2,246930,246955,246956,246953,246969
9,247140,247145,247145,247143,247159
8,247320,247335,247334,247332,247348
1,247520,247525,247524,247522,247537
11,247690,247716,247713,247712,247727
6,247920,247906,247902,247902,247916
4,248110,248096,248092,248092,248106
12,248300,248286,248281,248281,248295
5,248680,248651,248656,248647,248674
7,248870,248840,248845,248837,248863
3,249040,249030,249034,249026,249052
10,249230,249219,249223,249216,249242
9,249460,249408,249412,249406,249431
2,249580,249597,249601,249596,249621
1,249780,249787,249791,249785,249810
8,249960,249976,249980,249975,249999
11,250160,250165,250169,250165,250189
6,250300,250354,250358,250354,250378
4,250490,250544,250547,250544,250567
12,250740,250733,250737,250734,250757
5,250940,250922,250926,250924,250946
3,251130,251111,251115,251113,251135
7,251280,251301,251304,251303,251325
9,251510,251490,251493,251493,251514
10,251670,251679,251683,251682,251704
1,251860,251869,251872,251872,251893
2,252060,252058,252061,252062,252082
11,252270,252247,252250,252252,252272
8,252450,252436,252439,252441,252461
4,252620,252626,252628,252631,252650
6,252780,252815,252818,252821,252840
12,253030,253004,253007,253010,253029
3,253450,253381,253383,253376,253408
5,253620,253570,253573,253566,253597
7,253770,253759,253762,253756,253787
10,253970,253948,253951,253945,253976
9,254120,254137,254140,254135,254165
2,254300,254325,254329,254325,254355
1,254520,254514,254518,254515,254544
8,254740,254703,254707,254704,254733
11,254910,254892,254896,254894,254923
6,255060,255081,255085,255084,255112
4,255250,255270,255274,255273,255301
12,255450,255459,255464,255463,255491
3,255630,255648,255653,255653,255680
7,255810,255837,255842,255842,255870
5,256020,256026,256031,256032,256059
9,256250,256215,256220,256222,256248
10,256420,256404,256409,256412,256438
1,256570,256593,256598,256601,256627
2,256770,256782,256787,256791,256816
11,256960,256971,256976,256981,257006
8,257140,257160,257165,257170,257195
4,257360,257349,257354,257360,257384
6,257540,257538,257544,257550,257574
12,257760,257727,257733,257739,257763
7,258120,258097,258112,258101,258142
3,258280,258287,258301,258291,258331
5,258470,258478,258490,258481,258521
10,258690,258668,258679,258671,258710
9,258880,258859,258869,258861,258899
2,259030,259049,259058,259051,259089
1,259260,259239,259247,259242,259278
8,259420,259430,259436,259432,259467
11,259590,259620,259625,259622,259657
6,259780,259811,259815,259812,259846
4,260000,260001,260004,260002,260036
12,260210,260192,260193,260192,260225
7,260330,260382,260382,260382,260414
5,260570,260572,260571,260572,260604
3,260750,260763,260760,260762,260793
9,260970,260953,260950,260952,260982
10,261170,261144,261139,261143,261172
1,261330,261334,261328,261333,261361
2,261520,261524,261517,261523,261550
11,261720,261715,261706,261713,261740
8,261900,261905,261896,261903,261929
4,262100,262096,262085,262093,262119
6,262300,262286,262274,262283,262308
12,262500,262477,262463,262473,262497
5,262850,262844,262851,262841,262876
7,263040,263035,263040,263032,263065
9,263210,263225,263230,263223,263255
3,263410,263416,263419,263414,263444
1,263610,263606,263609,263604,263633
10,263740,263797,263798,263795,263823
11,264050,263988,263988,263986,264012
2,264160,264178,264177,264177,264202
4,264360,264369,264367,264368,264391
8,264550,264559,264556,264559,264580
6,264740,264750,264746,264750,264770
12,264930,264940,264935,264940,264959
7,265120,265131,265125,265131,265148
5,265350,265321,265314,265322,265338
9,265530,265512,265504,265513,265527
1,265750,265703,265693,265704,265716
3,265940,265893,265883,265895,265906
11,266100,266084,266072,266085,266095
10,266290,266274,266262,266276,266285
4,266440,266465,266451,266467,266474
2,266620,266655,266641,266658,266663
6,266850,266846,266830,266849,266853
8,267000,267036,267020,267040,267042
12,267220,267227,267209,267231,267231
7,267600,267604,267606,267607,267610
9,267840,267795,267796,267797,267799
5,267980,267986,267986,267988,267989
3,268230,268177,268176,268179,268178
1,268410,268368,268366,268370,268368
10,268600,268558,268556,268561,268557
11,268760,268749,268746,268752,268746
2,268930,268940,268936,268943,268936
4,269070,269131,269126,269134,269125
8,269230,269322,269316,269325,269314
6,269480,269513,269506,269516,269504
12,269660,269704,269696,269707,269693
9,269930,269895,269886,269898,269882
7,270070,270086,270075,270089,270072
5,270300,270277,270265,270280,270261
1,270510,270468,270455,270471,270451
3,270680,270659,270645,270662,270640
11,270880,270850,270835,270853,270829
10,271100,271041,271025,271044,271019
4,271230,271232,271215,271235,271208
2,271410,271423,271405,271426,271397
6,271600,271614,271595,271617,271587
8,271780,271805,271785,271808,271776
12,271980,271996,271975,271998,271966
9,272330,272362,272364,272363,272344
5,272550,272553,272554,272554,272534
7,272760,272744,272744,272745,272723
3,272970,272935,272934,272935,272912
1,273140,273126,273125,273126,273102
10,273340,273316,273315,273317,273291
11,273540,273507,273505,273508,273480
2,273670,273698,273695,273698,273670
4,273860,273889,273886,273889,273859
8,274040,274080,274076,274080,274049
6,274270,274271,274266,274271,274238
12,274430,274462,274456,274461,274427
5,274600,274653,274647,274652,274617
9,274860,274844,274837,274843,274806
7,275020,275035,275027,275034,274995
1,275220,275226,275218,275224,275185
3,275440,275417,275408,275415,275374
11,275620,275608,275598,275606,275563
10,275850,275799,275788,275796,275753
4,276000,275989,275979,275987,275942
2,276170,276180,276169,276178,276132
6,276360,276371,276359,276369,276321
8,276540,276562,276549,276559,276510
12,276780,276753,276740,276750,276700
9,277150,277125,277122,277125,277078
5,277320,277315,277312,277315,277268
1,277530,277505,277503,277505,277457
7,277710,277695,277693,277695,277646
11,277890,277885,277883,277886,277836
3,278090,278075,278074,278076,278025
4,278290,278265,278264,278266,278215
10,278410,278456,278454,278456,278404
6,278640,278646,278644,278647,278593
2,278830,278836,278835,278837,278783
8,279020,279026,279025,279027,278972
12,279200,279216,279215,279217,279161
9,279440,279406,279406,279408,279351
1,279620,279596,279596,279598,279540
5,279760,279787,279786,279788,279729
11,279950,279977,279977,279978,279919
7,280130,280167,280167,280169,280108
4,280350,280357,280357,280359,280298
3,280570,280547,280547,280549,280487
6,280710,280737,280738,280739,280676
10,280940,280927,280928,280930,280866
8,281090,281117,281118,281120,281055
2,281310,281308,281309,281310,281244
12,281550,281498,281499,281500,281434
1,281910,281863,281867,281859,281812
9,282090,282053,282057,282048,282002
5,282250,282243,282247,282238,282191
7,282390,282432,282437,282428,282381
11,282620,282622,282627,282618,282570
3,282800,282811,282816,282808,282759
4,282960,283001,283006,282998,282949
10,283180,283190,283196,283188,283138
6,283370,283380,283386,283378,283327
2,283510,283570,283576,283568,283517
8,283680,283759,283766,283758,283706
12,283960,283949,283956,283948,283895
1,284170,284138,284146,284137,284085
5,284420,284328,284336,284327,284274
9,284530,284517,284526,284517,284464
